,skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance,main,index
246,4,6270,16625,16.899638944084145,1,2.269163295563827,0.9444345550517482,786.75,30.0,808.0,13.0,447.01844238281257,17.045507812500002,459.09234375000005,7.386386718750001,15.46213809692237,False,247
247,4,6287,16661,49.60926011615633,1,2.3191002079106875,0.6094005926887966,786.3333333333334,946.6666666666666,809.0,1021.0,446.7816992187501,537.88046875,459.66052734375006,580.1154492187501,44.1549293858454,False,248
248,4,6287,17201,51.46023516289501,1,2.8278412751895465,0.5536069848547932,786.3333333333334,946.6666666666666,829.0,904.0,446.7816992187501,537.88046875,471.02419921875,513.63796875,34.28407228582969,False,249
249,4,6288,17340,33.07160569089692,1,2.4870155083856624,0.44992720858924545,794.25,743.0,835.0,741.0,451.27981933593753,422.16041015625,474.43330078125007,421.02404296875005,23.18135098356561,False,250
250,4,6328,6329,13.738553159803395,2,3.1457163464257407,0.5438513997055906,803.0,86.75,804.25,63.0,456.25142578125,49.2899267578125,456.96165527343754,35.79556640625,13.513037675866773,False,251
251,4,6328,6664,24.37562825011729,2,2.278205468574663,0.5133178515640798,803.0,86.75,832.25,115.0,456.25142578125,49.2899267578125,472.87079589843756,65.34111328125,23.10506550309364,False,252
252,4,6329,16662,42.202922755642575,1,2.4393672845806367,0.6765999631302044,804.25,63.0,810.0,13.0,456.96165527343754,35.79556640625,460.2287109375,7.386386718750001,28.596418363647317,False,253
253,4,6330,6784,52.375412386886985,2,2.6828749648534593,0.469994445903134,811.6666666666666,643.6666666666666,882.6666666666666,599.6666666666666,461.17568359375,365.72083984375,501.51671875,340.72076171875,47.45948823716813,False,254
254,4,6330,6771,35.640694830285,2,2.9742649555549465,0.4234799537375283,811.6666666666666,643.6666666666666,869.6666666666666,652.6666666666666,461.17568359375,365.72083984375,494.13033203125,370.8344921875,33.34903737639156,False,255
255,4,6347,6852,58.41882118001018,2,2.3842188712250545,0.6777082140693412,815.6666666666666,252.66666666666666,895.6666666666666,221.33333333333334,463.44841796875,143.56105468750002,508.90310546875,125.75796875000002,48.81678486566552,False,256
256,4,6347,6694,32.97802088387815,2,2.2776924615528205,0.6831081770045871,815.6666666666666,252.66666666666666,835.3333333333334,302.6666666666667,463.44841796875,143.56105468750002,474.62269531250007,171.97023437500002,30.527790039105497,False,257
257,13,6428,7934,57.10101632821967,0,2.330892768357186,0.527006838410266,330.0,138.0,396.0,89.0,187.5005859375,78.4093359375,225.00070312500003,50.56833984375,46.70524437971005,True,258
258,4,6484,17200,21.862524036854705,1,3.1068117718303205,0.35791170618327234,820.0,867.25,829.0,902.0,465.910546875,492.7572216796875,471.02419921875,512.5016015625,20.395832350005985,False,259
259,4,6484,17934,32.556826560524456,1,1.904277334467904,0.6641110345421711,820.0,867.25,869.0,847.0,465.910546875,492.7572216796875,493.75154296875,481.25150390625004,30.124783899211586,False,260
260,4,6506,15195,53.35467091891153,1,2.184694230037933,0.4992555038794214,826.6666666666666,404.6666666666667,745.0,403.0,469.6984375,229.92496093750003,423.29677734375,228.97798828125002,46.41132213660588,False,261
261,4,6506,6507,17.248080843658066,2,3.969706197754785,0.5338367177927861,826.6666666666666,404.6666666666667,831.0,376.0,469.6984375,229.92496093750003,472.16056640625004,213.63703125,16.472969746100325,False,262
262,4,6506,6735,14.797263990965444,2,2.730422539201784,0.5718310885012806,826.6666666666666,404.6666666666667,844.0,423.25,469.6984375,229.92496093750003,479.546953125,240.48370605468753,14.43884893146265,False,263
263,4,6507,18494,52.90510758488094,1,2.622674455267867,0.4650803770799361,831.0,376.0,893.0,338.0,472.16056640625004,213.63703125,507.38794921875007,192.0460546875,41.31753585030025,False,264
264,4,6663,6773,23.700529672194918,2,2.986585567318491,0.5653199211840267,831.25,560.0,871.6666666666666,556.6666666666666,472.30261230468756,318.1828125,495.26669921875003,316.2888671875,23.042055391031337,False,265
265,4,6664,16201,74.56896097130374,1,2.8624915255675365,0.6539952832072109,832.25,115.0,789.0,203.0,472.87079589843756,65.34111328125,448.29685546875004,115.34126953125,55.71260336105508,False,266
266,4,6664,6772,25.29225374344116,2,3.4647934535561644,0.5774767076909436,832.25,115.0,870.6666666666666,99.66666666666667,472.87079589843756,65.34111328125,494.698515625,56.628964843750005,23.50214626068006,False,267
267,4,6694,6828,29.743938465317893,2,2.654237563971401,0.42215261113455,835.3333333333334,302.6666666666667,884.75,296.0,474.62269531250007,171.97023437500002,502.70043457031255,168.18234375,28.33209411986109,False,268
268,4,6735,6736,54.507992032439105,2,2.577467089620313,0.48397261056235025,844.0,423.25,849.0,508.0,479.546953125,240.48370605468753,482.38787109375005,288.637265625,48.23728966470648,False,269
269,4,6735,7240,42.66191388610078,2,2.2211141615054437,0.5981474699083458,844.0,423.25,905.3333333333334,432.3333333333333,479.546953125,240.48370605468753,514.395546875,245.64470703125002,35.22868742137038,False,270
270,4,6736,17577,0.8035329441991446,1,3.6931933593750013,0.2840917968750005,849.0,508.0,848.0,509.0,482.38787109375005,288.637265625,481.81968750000004,289.20544921875,0.8035329441991446,False,271
271,4,6736,6753,11.071217196444827,2,3.1377671244614853,0.300811200124777,849.0,508.0,866.0,514.0,482.38787109375005,288.637265625,492.04699218750005,292.04636718750004,10.243075405715144,False,272
272,4,6752,6850,39.97906113526312,2,2.8963059110914857,0.6467852101766386,858.6666666666666,806.6666666666666,885.0,749.75,487.8803125,458.33476562500005,502.84248046875007,425.99564941406254,35.63263823560657,False,273
273,4,6752,7395,49.2820935747852,2,3.2199120926900076,0.6007427874629505,858.6666666666666,806.6666666666666,922.0,810.8,487.8803125,458.33476562500005,523.8652734375,460.6832578125,36.06151451656117,True,274
274,4,6753,6773,25.673349857056273,2,3.03952641923436,0.5746281533169962,866.0,514.0,871.6666666666666,556.6666666666666,492.04699218750005,292.04636718750004,495.26669921875003,316.2888671875,24.45537404369596,False,275
